source,aircraft,date,from,to,flight,flight_time,std,atd,sta,status
eli-lilly,N310EL,17 Apr 2025,Bedford (BED),Bedford (BED),,1:10,11:03 AM,9:53 AM,10:03 AM,Landed 10:03 AM
eli-lilly,N310EL,14 Apr 2025,Portland (PWM),Bedford (BED),,0:42,9:48 PM,9:06 PM,8:48 PM,Landed 8:48 PM
eli-lilly,N310EL,14 Apr 2025,Bedford (BED),Portland (PWM),,0:34,8:53 PM,8:18 PM,7:52 PM,Landed 7:52 PM
eli-lilly,N310EL,14 Apr 2025,Bedford (BED),Bedford (BED),,1:06,4:28 PM,3:22 PM,3:28 PM,Landed 3:28 PM
eli-lilly,N310EL,14 Apr 2025,Bridgeport (BDR),Bedford (BED),,0:52,1:53 PM,1:01 PM,12:53 PM,Landed 12:53 PM
eli-lilly,N310EL,14 Apr 2025,Bedford (BED),Bridgeport (BDR),,0:42,9:00 AM,9:15 AM,10:17 AM,Landed 9:57 AM
eli-lilly,N310EL,09 Apr 2025,Bedford (BED),Portland (PWM),,0:49,4:32 PM,3:42 PM,3:31 PM,Landed 3:31 PM
eli-lilly,N310EL,06 Apr 2025,Bedford (BED),Westfield (BAF),,0:47,2:30 PM,2:39 PM,3:23 PM,Landed 3:25 PM
eli-lilly,N310EL,04 Apr 2025,Martha's Vineyard (MVY),Bedford (BED),,0:41,2:21 PM,1:40 PM,1:21 PM,Landed 1:21 PM
eli-lilly,N310EL,03 Apr 2025,—,—,,-,—,—,—,Unknown
eli-lilly,N310EL,03 Apr 2025,—,—,,-,—,—,—,Unknown
eli-lilly,N310EL,02 Apr 2025,Plymouth (PYM),Bedford (BED),,0:19,8:31 PM,8:11 PM,7:30 PM,Landed 7:30 PM
eli-lilly,N310EL,02 Apr 2025,Bedford (BED),Plymouth (PYM),,0:42,7:58 PM,7:15 PM,6:57 PM,Landed 6:57 PM
eli-lilly,N310EL,26 Mar 2025,Bedford (BED),Bedford (BED),,1:00,7:05 PM,6:04 PM,6:04 PM,Landed 6:04 PM
eli-lilly,N310EL,19 Mar 2025,Morrisville (MVL),Bedford (BED),,1:00,4:15 PM,4:13 PM,5:19 PM,Landed 5:13 PM
eli-lilly,N310EL,19 Mar 2025,Bedford (BED),Morrisville (MVL),,0:50,2:38 PM,1:48 PM,1:38 PM,Landed 1:38 PM
eli-lilly,N310EL,19 Mar 2025,Bedford (BED),Augusta (AUG),,0:48,9:27 AM,8:35 AM,8:23 AM,Landed 8:23 AM
eli-lilly,N310EL,18 Mar 2025,Bedford (BED),New Bedford (EWB),,0:25,4:30 PM,5:37 PM,5:18 PM,Landed 6:02 PM
eli-lilly,N310EL,14 Mar 2025,—,—,,-,—,—,—,Unknown
eli-lilly,N310EL,14 Mar 2025,Plymouth (PYM),New Bedford (EWB),,0:19,11:15 AM,10:55 AM,10:14 AM,Landed 10:14 AM
eli-lilly,N310EL,14 Mar 2025,Bedford (BED),Plymouth (PYM),,0:24,9:45 AM,10:11 AM,10:21 AM,Landed 10:35 AM
eli-lilly,N310EL,10 Mar 2025,Plymouth (PYM),Bedford (BED),,0:24,6:26 PM,6:03 PM,5:26 PM,Landed 5:26 PM
eli-lilly,N310EL,26 Feb 2025,Bedford (BED),Plymouth (PYM),,0:21,8:27 AM,8:05 AM,8:26 AM,Landed 8:26 AM
eli-lilly,N310EL,26 Feb 2025,Bedford (BED),—,,-,7:57 AM,7:56 AM,—,Unknown
eli-lilly,N310EL,25 Feb 2025,Hartford (HFD),Bedford (BED),,0:30,10:44 AM,10:13 AM,10:44 AM,Landed 10:44 AM
eli-lilly,N310EL,25 Feb 2025,New London (GON),Hartford (HFD),,0:20,10:06 AM,9:46 AM,10:05 AM,Landed 10:05 AM
eli-lilly,N310EL,25 Feb 2025,Bedford (BED),Martha's Vineyard (MVY),,0:31,9:07 AM,8:35 AM,9:06 AM,Landed 9:06 AM
eli-lilly,N310EL,24 Feb 2025,Burlington (BTV),Bedford (BED),,0:53,9:00 AM,9:09 AM,10:11 AM,Landed 10:02 AM
eli-lilly,N310EL,21 Feb 2025,Lebanon (LEB),Burlington (BTV),,0:32,3:50 PM,4:02 PM,4:28 PM,Landed 4:33 PM
eli-lilly,N310EL,21 Feb 2025,Bedford (BED),Lebanon (LEB),,0:43,2:40 PM,2:51 PM,3:46 PM,Landed 3:34 PM
eli-lilly,N310EL,21 Feb 2025,Martha's Vineyard (MVY),Bedford (BED),,0:35,1:40 PM,1:05 PM,1:40 PM,Landed 1:40 PM
eli-lilly,N310EL,20 Feb 2025,Plymouth (PYM),Bedford (BED),,0:23,1:15 PM,1:20 PM,1:47 PM,Landed 1:43 PM
eli-lilly,N310EL,20 Feb 2025,Norwood (OWD),Plymouth (PYM),,0:44,12:10 PM,11:25 AM,12:09 PM,Landed 12:09 PM
eli-lilly,N310EL,20 Feb 2025,Bedford (BED),Norwood (OWD),,0:19,10:54 AM,10:35 AM,10:54 AM,Landed 10:54 AM
eli-lilly,N310EL,19 Feb 2025,Bedford (BED),Portland (PWM),,1:30,12:48 PM,11:17 AM,12:46 PM,Landed 12:46 PM
eli-lilly,N310EL,11 Feb 2025,Bedford (BED),Bedford (BED),,2:12,8:45 AM,8:35 AM,10:54 AM,Landed 10:47 AM
eli-lilly,N310EL,10 Feb 2025,Bangor (BGR),Bedford (BED),,1:11,10:00 AM,10:05 AM,11:23 AM,Landed 11:16 AM
eli-lilly,N310EL,10 Feb 2025,Bedford (BED),Bangor (BGR),,1:03,8:00 AM,8:31 AM,9:39 AM,Landed 9:35 AM
eli-lilly,N310EL,08 Feb 2025,Bedford (BED),Bedford (BED),,1:19,3:27 PM,2:08 PM,3:27 PM,Landed 3:27 PM
eli-lilly,N310EL,08 Feb 2025,Bedford (BED),Bedford (BED),,1:37,11:44 AM,10:06 AM,11:43 AM,Landed 11:43 AM
eli-lilly,N310EL,05 Feb 2025,Morrisville (MVL),Bedford (BED),,0:50,2:10 PM,2:08 PM,3:07 PM,Landed 2:58 PM
eli-lilly,N310EL,05 Feb 2025,Bedford (BED),Morrisville (MVL),,1:05,12:20 PM,12:50 PM,1:55 PM,Landed 1:55 PM
eli-lilly,N310EL,02 Feb 2025,Martha's Vineyard (MVY),Bedford (BED),,0:33,6:11 PM,5:37 PM,6:10 PM,Landed 6:10 PM
eli-lilly,N310EL,02 Feb 2025,Bedford (BED),Bedford (BED),,-,4:00 PM,4:29 PM,5:30 PM,Diverted to MVY
eli-lilly,N310EL,25 Jan 2025,Bedford (BED),Bedford (BED),,1:09,10:38 AM,9:28 AM,10:37 AM,Landed 10:37 AM
eli-lilly,N310EL,24 Jan 2025,Bedford (BED),Portsmouth (PSM),,-,2:00 PM,2:21 PM,2:49 PM,Diverted to BED
eli-lilly,N310EL,24 Jan 2025,—,Bedford (BED),,1:03,—,—,10:36 AM,Landed 10:36 AM
eli-lilly,N310EL,24 Jan 2025,Bedford (BED),—,,-,9:23 AM,—,—,Landed 2:22 PM
eli-lilly,N310EL,18 Jan 2025,Plymouth (PYM),Bedford (BED),,0:31,12:45 PM,12:56 PM,1:16 PM,Landed 1:27 PM
eli-lilly,N310EL,15 Jan 2025,Bedford (BED),Plymouth (PYM),,0:20,11:15 AM,10:54 AM,11:14 AM,Landed 11:14 AM
eli-lilly,N310EL,12 Jan 2025,Bedford (BED),Bedford (BED),,0:39,4:36 PM,3:57 PM,4:36 PM,Landed 4:36 PM
abbvie,N60AV,27 Jun 2025,San Francisco (SFO),Chicago (UGN),,3:13,5:00 PM,5:42 PM,10:29 PM,Landed 10:55 PM
abbvie,N60AV,27 Jun 2025,Chicago (UGN),San Francisco (SFO),,3:34,10:30 AM,10:41 AM,12:12 PM,Landed 12:15 PM
abbvie,N60AV,26 Jun 2025,Chicago (UGN),Chicago (UGN),,0:11,12:12 PM,11:56 AM,11:07 AM,Landed 11:07 AM
abbvie,N60AV,26 Jun 2025,Appleton (ATW),Chicago (UGN),,0:34,11:00 AM,11:11 AM,11:35 AM,Landed 11:45 AM
abbvie,N60AV,26 Jun 2025,Chicago (UGN),Appleton (ATW),,0:28,10:30 AM,10:21 AM,11:05 AM,Landed 10:49 AM
abbvie,N60AV,25 Jun 2025,Chicago (UGN),Chicago (UGN),,0:12,3:47 PM,3:30 PM,2:42 PM,Landed 2:42 PM
abbvie,N60AV,25 Jun 2025,Chicago (UGN),—,,—,3:19 PM,3:18 PM,—,Unknown
abbvie,N60AV,25 Jun 2025,Chicago (UGN),Chicago (UGN),,0:17,3:13 PM,2:56 PM,2:13 PM,Landed 2:13 PM
abbvie,N60AV,25 Jun 2025,Washington (IAD),Chicago (UGN),,1:28,12:15 PM,1:20 PM,1:13 PM,Landed 1:48 PM
abbvie,N60AV,24 Jun 2025,Chicago (MDW),Washington (IAD),,1:18,8:15 PM,8:33 PM,10:50 PM,Landed 10:51 PM
abbvie,N60AV,24 Jun 2025,Chicago (UGN),Chicago (MDW),,0:22,6:15 PM,6:08 PM,6:35 PM,Landed 6:30 PM
abbvie,N60AV,20 Jun 2025,Chicago (MDW),Chicago (UGN),,0:20,12:30 PM,1:34 PM,12:54 PM,Landed 1:54 PM
abbvie,N60AV,20 Jun 2025,Nashville (BNA),Chicago (MDW),,1:08,11:15 AM,11:50 AM,12:52 PM,Landed 12:58 PM
abbvie,N60AV,20 Jun 2025,Boca Raton (BCT),Nashville (BNA),,1:46,9:15 AM,10:25 AM,10:25 AM,Landed 11:11 AM
abbvie,N60AV,19 Jun 2025,Raleigh-Durham (RDU),Boca Raton (BCT),,1:28,7:30 PM,9:56 PM,9:06 PM,Landed 11:24 PM
abbvie,N60AV,19 Jun 2025,Nashville (BNA),Raleigh-Durham (RDU),,1:25,5:00 PM,6:51 PM,7:30 PM,Landed 9:17 PM
abbvie,N60AV,17 Jun 2025,Chicago (UGN),Nashville (BNA),,0:58,11:00 AM,11:33 AM,12:12 PM,Landed 12:31 PM
abbvie,N60AV,11 Jun 2025,Appleton (ATW),Chicago (UGN),,0:24,12:30 PM,1:55 PM,1:06 PM,Landed 2:19 PM
